Fund_Name,Objective,Fund_Type,Allotment_Date,Benchmark,ADDL_Benchmark,Fund_Manager,Riskometer,Potential_Risk_Class,Maturity_Date,Exit_Load,ISIN_Number,AMFI_Code,Frequency_SIP,Frequency_SWP,Frequency_STP,Min_Amount_SIP,Min_Amount_SWP,Min_Amount_STP,Holdings,ISIN,Rating/Industry,Quantity,Market Value,Net Assets %,Portfolio Date,Scheme Name,Scheme code,Asset Category,Row Type,Scheme_Name_TER,Regular Plan TER,Direct Plan TER,Expense Ratio Date
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Sumitomo Chemical India Limited,INE258G01013,Fertilizers & Agrochemicals,119890.0,670.604715,0.7999693024324562,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Aavas Financiers Limited,INE216P01012,Finance,31969.0,666.2499445,0.7947744646372306,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,CG Power and Industrial Solutions Limited,INE067A01029,Electrical Equipment,103239.0,659.181015,0.7863418865855549,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Page Industries Limited,INE761H01022,Textiles & Apparels,1499.0,639.9793125,0.763436034284113,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Hitachi Energy India Limited,INE07Y701011,Electrical Equipment,4513.0,571.0592245,0.6812207538249777,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Crompton Greaves Consumer Electricals Limited,INE299U01018,Consumer Durables,154245.0,545.9501775,0.6512679867715374,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Saregama India Limited,INE979A01025,Entertainment,106371.0,544.2472215,0.6492365180196465,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Inventurus Knowledge Solutions Limited,INE115Q01022,IT - Services,33801.0,516.8003895,0.6164949900257362,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Colgate Palmolive (India) Limited,INE259A01022,Personal Products,21178.0,506.111844,0.6037445453950977,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Blue Dart Express Limited,INE233B01017,Transport Services,8223.0,504.604395,0.6019462983830967,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Sona BLW Precision Forgings Limited,INE073K01018,Auto Components,105172.0,485.053264,0.5786236102510344,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Multi Commodity Exchange of India Limited,INE745G01035,Capital Markets,9090.0,482.838075,0.5759810949816837,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Brainbees Solutions Ltd,INE02RE01045,Retailing,130003.0,478.281037,0.5705449707963383,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Capital Small Finance Bank Limited,INE646H01017,Banks,177732.0,461.21454,0.5501862208581492,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Vedant Fashions Limited,INE825V01034,Retailing,57885.0,449.1007725,0.5357356184092773,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Timken India Limited,INE325A01013,Industrial Products,15930.0,438.178545,0.5227064128001524,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,NTPC Limited,INE733E01010,Power,116425.0,416.3358,0.49665004145349406,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Aditya Birla Fashion and Retail Limited,INE647O01011,Retailing,147438.0,377.8393626,0.45072735781561846,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Netweb Technologies India Limited,INE0NT901020,IT - Services,23871.0,361.5621015,0.4313100931939733,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,CMS Info System Limited,INE925R01014,Commercial Services & Supplies,76100.0,351.16345,0.41890546525053085,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,SIS Limited,INE285J01028,Other Consumer Services,103561.0,336.469689,0.40137716955806885,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Bandhan Bank Limited,INE545U01014,Banks,183830.0,268.906524,0.3207805725371563,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Tata Technologies Limited,INE142M01025,IT - Services,32085.0,218.145915,0.2602278682920383,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
